gene_family,signed_importance,importance,direction,effect_size,p_value,presence_rate,n_genomes_with_feature,diaz_rate_present,diaz_rate_absent,target,acc,pident,evalue,GeneName,ProteinName,EC,GO
GF_00614,0.0241860174857001,0.0241860174857001,Positive,0.4198927933293627,3.6763862608949033e-22,0.48775055679287305,219,0.5068493150684932,0.0869565217391304,Q9WYH8,Q9WYH8,47.8,1.3119999999999999e-89,arof,AROF_THEMA,,GO:0003849;GO:0008652;GO:0009073;GO:0009423;GO:0016832
GF_01603,0.0241334229565614,0.0241334229565614,Positive,0.6804914593946658,2.178488664222833e-37,0.20935412026726058,94,0.8297872340425532,0.1492957746478873,P53383,P53383,80.3,2.276e-183,apbc,APBC_SYNY3,,GO:0005524;GO:0016226;GO:0016887;GO:0046872;GO:0051539;GO:0140663
GF_00505,0.0241102555454888,0.0241102555454888,Positive,0.5130922693266833,5.111274614528679e-13,0.10690423162583519,48,0.75,0.2369077306733167,A0PM51,A0PM51,26.1,4.845e-15,mfte,MFTE_MYCUA,,GO:0006508;GO:0008233;GO:0009231;GO:0016811;GO:0046872
GF_01959,0.0238905759616786,0.0238905759616786,Positive,0.3664394878149525,1.393468496661171e-16,0.5991091314031181,269,0.4386617100371747,0.0722222222222222,Q3M614,Q3M614,86.3,8.049999999999999e-273,leuc,LEUC_TRIV2,,GO:0003861;GO:0009098;GO:0046872;GO:0051539
GF_00439,0.0238299376217646,0.0238299376217646,Positive,0.7395492319315033,7.507246976443779e-42,0.19599109131403117,88,0.8863636363636364,0.1468144044321329,Q8YXD6,Q8YXD6,90.6,9.292e-17,psbi,PSBI_NOSS1,,GO:0009539;GO:0015979;GO:0031676
GF_00450,0.0237707095003787,0.0237707095003787,Positive,0.1737163814180929,0.0336233433905073,0.08908685968819599,40,0.45,0.2762836185819071,P39332,P39332,28.3,3.342e-08,yjgh,YJGH_ECOLI,,GO:0005829;GO:0019239
GF_00668,0.023758835188279,0.023758835188279,Positive,0.4372812372812373,2.316784813358844e-23,0.4209354120267261,189,0.544973544973545,0.1076923076923077,Q1XDU8,Q1XDU8,41.5,1.25e-103,ycf46,YCF46_PYRYE,,GO:0005524;GO:0009507;GO:0016887
GF_00408,0.0236811676320453,0.0236811676320453,Positive,0.4225113858165257,1.2714715601428044e-20,0.6458797327394209,290,0.4413793103448276,0.0188679245283018,B7KF23,B7KF23,91.0,2.034e-203,ilvc,ILVC_GLOC7,,GO:0000287;GO:0004455;GO:0005829;GO:0009097;GO:0009099;GO:0050661
GF_01952,0.0236756995160993,0.0236756995160993,Positive,0.3033006244424621,1.629337633882815e-08,0.7884187082405345,354,0.3559322033898305,0.0526315789473684,P29254,P29254,90.8,0.0,psaa,PSAA_SYNY3,,GO:0000287;GO:0005886;GO:0009055;GO:0009522;GO:0015979;GO:0016168;GO:0016491;GO:0031676;GO:0051539
GF_01559,0.0236273089973166,0.0236273089973166,Positive,0.622761534399155,4.179350738931107e-39,0.29175946547884185,131,0.732824427480916,0.110062893081761,B0CCD2,B0CCD2,91.5,5.92e-93,rs7,RS7_ACAM1,,GO:0000049;GO:0003735;GO:0006412;GO:0015935;GO:0019843
GF_01604,0.0232571552655175,0.0232571552655175,Positive,0.5962623583313239,8.298989896634586e-36,0.289532293986637,130,0.7153846153846154,0.1191222570532915,B0CDX9,B0CDX9,80.0,5.507e-71,quef,QUEF_ACAM1,,GO:0005737;GO:0006400;GO:0008616;GO:0033739
GF_00297,0.0232227617024,0.0232227617024,Positive,0.391347687400319,1.5573159720771766e-17,0.6614699331848553,297,0.4242424242424242,0.0328947368421052,O78438,O78438,33.0,5.908e-13,ycf35,YCF35_GUITH,,GO:0009507
GF_00137,0.0231531945541467,0.0231531945541467,Positive,0.7692640692640692,1.3184934673532699e-55,0.2650334075723831,119,0.8571428571428571,0.0878787878787878,B2J059,B2J059,82.2,1.941e-170,atpg,ATPG_NOSP7,,GO:0005524;GO:0031676;GO:0045259;GO:0046933
GF_01722,0.0230330569417477,0.0230330569417477,Positive,0.4650621118012422,7.946309930484349e-25,0.3585746102449889,161,0.5900621118012422,0.125,Q3MEF5,Q3MEF5,84.9,5.286e-142,his6,HIS6_TRIV2,,GO:0000105;GO:0000107;GO:0005737;GO:0016829
GF_01138,0.0229714832970258,0.0229714832970258,Positive,0.388107631601041,3.685263406297417e-18,0.6169265033407573,277,0.4404332129963899,0.0523255813953488,P26524,P26524,77.9,2.0569999999999997e-47,nu4lc,NU4LC_SYNY3,,GO:0016655;GO:0019684;GO:0030964;GO:0031676;GO:0042773;GO:0048038
GF_00801,0.02295806115349,0.02295806115349,Positive,0.749345892203035,2.0991136139900246e-46,0.2182628062360802,98,0.8775510204081632,0.1282051282051282,B2J116,B2J116,88.7,0.0,sydnd,SYDND_NOSP7,,GO:0003676;GO:0004815;GO:0005524;GO:0005737;GO:0006422;GO:0050560
GF_01827,0.022936889816361,0.022936889816361,Positive,0.4482131661442006,7.322964217410044e-24,0.6124721603563474,275,0.4654545454545454,0.0172413793103448,P48260,P48260,81.0,2.316e-258,ycf24,YCF24_CYAPA,,GO:0009842;GO:0016226
GF_02389,0.0228662539723568,0.0228662539723568,Positive,0.4515665479274611,5.979151991061898e-25,0.4298440979955457,193,0.5492227979274611,0.09765625,B0JID4,B0JID4,98.3,7.915e-13,petn,PETN_MICAN,,GO:0009512;GO:0015979;GO:0017004;GO:0031676;GO:0045158
GF_00208,0.0226167614864641,0.0226167614864641,Positive,0.7310601719197708,7.275169793840938e-45,0.22271714922049,100,0.86,0.1289398280802292,Q68FT3,Q68FT3,29.8,3.487e-66,pyrd2,PYRD2_RAT,,GO:0005759;GO:0007005;GO:0016491
GF_00237,0.022585443595468,0.022585443595468,Positive,0.3941470054446461,2.2486235788819487e-17,0.32293986636971045,145,0.5586206896551724,0.1644736842105263,Q113E9,Q113E9,87.3,7.843e-14,petg,PETG_TRIEI,,GO:0009512;GO:0015979;GO:0017004;GO:0031676;GO:0045158
GF_01234,0.0225839502415984,0.0225839502415984,Positive,0.0913814180929095,0.302431368379814,0.08908685968819599,40,0.375,0.2836185819070904,Q55749,Q55749,70.1,4.221e-110,sumt,SUMT_SYNY3,,GO:0004851;GO:0009236;GO:0019354;GO:0032259
GF_00618,0.0223430488341063,0.0223430488341063,Positive,0.1767084696474009,0.0103332145530171,0.12472160356347439,56,0.4464285714285714,0.2697201017811705,Q31QG5,Q31QG5,68.5,8.094e-137,siga3,SIGA3_SYNE7,,GO:0003677;GO:0005737;GO:0006352;GO:0016987
GF_00028,0.0223314500608957,0.0223314500608957,Positive,0.5780265555844832,2.518369748842346e-31,0.2561247216035635,115,0.7217391304347827,0.1437125748502994,Q9T0A4,Q9T0A4,68.0,2.876e-16,ndhs,NDHS_ARATH,,GO:0005829;GO:0009507;GO:0009534;GO:0009535;GO:0009767;GO:0010598;GO:0048038
GF_00185,0.0223200390746625,0.0223200390746625,Positive,0.1293239976660831,0.0536996350736892,0.13808463251670378,62,0.4032258064516129,0.2739018087855297,Q3MCI4,Q3MCI4,84.2,2.0960000000000002e-184,f16pa,F16PA_TRIV2,,GO:0000287;GO:0005829;GO:0005986;GO:0006000;GO:0006002;GO:0006094;GO:0019253;GO:0030388;GO:0042132
GF_02516,0.0222709924019253,0.0222709924019253,Positive,0.5361142957932798,1.9202336660870523e-16,0.1291759465478842,58,0.7586206896551724,0.2225063938618925,Q8YLL1,Q8YLL1,82.7,2.83e-111,gch11,GCH11_NOSS1,,GO:0003934;GO:0005525;GO:0005737;GO:0006729;GO:0006730;GO:0008270;GO:0046654
GF_00431,0.0222023511531874,0.0222023511531874,Positive,0.5193175915937512,5.860710792152031e-33,0.45879732739420936,206,0.5728155339805825,0.0534979423868312,Q494F8,Q494F8,47.8,2.098e-166,mnmg,MNMG_BLOPB,,GO:0002098;GO:0005829;GO:0030488;GO:0050660
GF_01954,0.0221540440718577,0.0221540440718577,Positive,0.2621504742247776,7.66004924457757e-08,0.7193763919821826,323,0.3653250773993808,0.1031746031746031,Q3MC11,Q3MC11,88.1,1.585e-16,psbl,PSBL_TRIV2,,GO:0009539;GO:0015979;GO:0031676
GF_00616,0.0220005600732987,0.0220005600732987,Positive,0.3203116049948448,2.4709304325145325e-05,0.0957683741648107,43,0.5813953488372093,0.2610837438423645,,,,,,,,
GF_01720,0.0219103747906005,0.0219103747906005,Positive,0.4246265369057632,1.8986332719549056e-22,0.5478841870824054,246,0.483739837398374,0.0591133004926108,Q8AAB8,Q8AAB8,64.3,2.3370000000000004e-162,dapat,DAPAT_BACTN,,GO:0010285;GO:0030170;GO:0033362
GF_00979,0.021777371426012,0.021777371426012,Positive,0.5629154204054504,4.774001004818085e-37,0.39420935412026725,177,0.632768361581921,0.0698529411764705,Q8YMW8,Q8YMW8,86.0,1.089e-245,glya,GLYA_NOSS1,,GO:0004372;GO:0005829;GO:0019264;GO:0030170;GO:0035999
GF_00001,0.0217328370396097,0.0217328370396097,Positive,0.6753246753246753,3.226759446336925e-38,0.22048997772828507,99,0.8181818181818182,0.1428571428571428,B2J1M1,B2J1M1,83.9,5.647e-122,aldec,ALDEC_NOSP7,,GO:0046914;GO:0071771
GF_00874,0.0217046921171507,0.0217046921171507,Positive,0.6425131456091209,1.3313592697471516e-40,0.2806236080178174,126,0.753968253968254,0.1114551083591331,P52858,P52858,79.9,1.7799999999999998e-47,rs14,RS14_SYNP6,,GO:0003735;GO:0005737;GO:0006412;GO:0015935;GO:0019843
GF_02411,0.0216160744347191,0.0216160744347191,Positive,0.405658531813958,4.415326224315244e-17,0.2828507795100223,127,0.5826771653543307,0.1770186335403726,Q3MDK7,Q3MDK7,91.7,5.741e-119,clpp2,CLPP2_TRIV2,,GO:0004176;GO:0004252;GO:0005737;GO:0006515;GO:0009368;GO:0051117
GF_01858,0.0214676349161779,0.0214676349161779,Positive,0.3490422484783386,1.434708114109264e-07,0.12694877505567928,57,0.5964912280701754,0.2474489795918367,,,,,,,,
GF_01733,0.0214475956029652,0.0214475956029652,Positive,0.5885504398278121,5.8079832664470194e-36,0.3051224944320713,137,0.7007299270072993,0.1121794871794871,Q8YNE3,Q8YNE3,85.8,8.333e-99,if3,IF3_NOSS1,,GO:0003743;GO:0005829;GO:0016020;GO:0032790;GO:0043022
GF_02485,0.0214221053575278,0.0214221053575278,Positive,0.725415512465374,2.561441944716029e-40,0.19599109131403117,88,0.875,0.149584487534626,P74304,P74304,38.6,3.454e-35,cbic,CBIC_SYNY3,,GO:0009236;GO:0016993;GO:0043778
GF_00863,0.0212331405353302,0.0212331405353302,Positive,0.3950259515570934,3.028261363409138e-18,0.643652561247216,289,0.4325259515570934,0.0375,O24699,O24699,85.3,2.471e-64,rl14,RL14_SYNP6,,GO:0003735;GO:0006412;GO:0022625;GO:0070180
GF_00376,0.0209608694412792,0.0209608694412792,Positive,0.1570838861860533,0.0015012639726215,0.2806236080178174,126,0.4047619047619047,0.2476780185758514,P29273,P29273,85.1,4.254e-266,crti,CRTI_SYNY3,,GO:0005886;GO:0009635;GO:0016117;GO:0016166
GF_01553,0.0209495212361844,0.0209495212361844,Positive,0.7551050519357885,2.046587783851698e-46,0.21380846325167038,96,0.8854166666666666,0.1303116147308781,Q8YMQ0,Q8YMQ0,84.4,1.486e-291,nu2c,NU2C_NOSS1,,GO:0008137;GO:0019684;GO:0031676;GO:0042773;GO:0048038
GF_02393,0.0208713112577315,0.0208713112577315,Positive,0.6658576051779935,3.567296869702013e-46,0.311804008908686,140,0.75,0.0841423948220064,Q55687,Q55687,78.1,2.262e-172,aar,AAR_SYNY3,,GO:0016491
GF_00828,0.0207921812864372,0.0207921812864372,Positive,0.4646927146927146,3.341415615693488e-26,0.4209354120267261,189,0.5608465608465608,0.0961538461538461,,,,,,,,
GF_00498,0.0207271677864333,0.0207271677864333,Positive,0.3195201744820065,1.8979693049279472e-06,0.12472160356347439,56,0.5714285714285714,0.2519083969465648,P42349,P42349,59.4,3.38e-185,y1242,Y1242_SYNY3,,GO:0008168;GO:0031419;GO:0032259;GO:0046872;GO:0051539
GF_01674,0.020644201225437,0.020644201225437,Positive,0.3931866926031224,7.780887682448454e-16,0.2739420935412027,123,0.5772357723577236,0.1840490797546012,,,,,,,,
GF_00893,0.0205892695828833,0.0205892695828833,Positive,0.3708064422350136,2.3133189837424177e-12,0.2182628062360802,98,0.5816326530612245,0.2108262108262108,Q8YWD8,Q8YWD8,86.0,5.326e-121,msra2,MSRA2_NOSS1,,GO:0005737;GO:0008113;GO:0034599;GO:0036211;GO:0036456
GF_01011,0.0204856646231028,0.0204856646231028,Positive,0.7573521797659728,4.478317270014671e-53,0.2583518930957684,116,0.853448275862069,0.0960960960960961,Q8Z0H0,Q8Z0H0,83.0,3.293e-186,cysa,CYSA_NOSS1,,GO:0005524;GO:0015419;GO:0016887;GO:0043190;GO:0102025
GF_02443,0.020430824106366,0.020430824106366,Positive,0.0015433459740717,1.0,0.1291759465478842,58,0.293103448275862,0.2915601023017903,P73728,P73728,86.8,5.325e-105,prx5,PRX5_SYNY3,,GO:0005737;GO:0008379;GO:0034599;GO:0042744;GO:0042802;GO:0045454
GF_00619,0.020430821497037,0.020430821497037,Positive,0.4121707647012015,2.3106940898153296e-21,0.5256124721603563,236,0.4872881355932203,0.0751173708920187,Q8YQ82,Q8YQ82,84.0,2.525e-169,rbcr,RBCR_NOSS1,,GO:0000976;GO:0003700
GF_01758,0.0203560155784649,0.0203560155784649,Positive,0.3216352816499552,3.066102452845726e-13,0.41870824053452116,188,0.4787234042553192,0.1570881226053639,Q05366,Q05366,75.7,2.8570000000000002e-34,atpl,ATPL_SYNP1,,GO:0008289;GO:0031676;GO:0033177;GO:0045259;GO:0046933
GF_02379,0.0202176284029339,0.0202176284029339,Positive,0.7319340858697844,5.329137909807391e-51,0.26948775055679286,121,0.8264462809917356,0.0945121951219512,P53581,P53581,70.8,1.98e-123,map13,MAP13_SYNY3,,GO:0004239;GO:0005829;GO:0006508;GO:0046872;GO:0070006
GF_00690,0.0201044408872078,0.0201044408872078,Positive,0.4782205372267483,6.561457247492566e-28,0.4365256124721604,196,0.5612244897959183,0.0830039525691699,B2IX33,B2IX33,83.9,2.571e-162,argb,ARGB_NOSP7,,GO:0003991;GO:0005524;GO:0005737;GO:0006526;GO:0042450
GF_00136,0.0200552348399629,0.0200552348399629,Positive,0.6239341085271317,6.689131384328972e-39,0.2873051224944321,129,0.7364341085271318,0.1125,,,,,,,,
GF_01496,0.019986099159436,0.019986099159436,Positive,0.1914106939704209,3.4807977533990813e-05,0.34743875278396436,156,0.4166666666666667,0.2252559726962457,P73056,P73056,82.6,1.203e-53,yc64l,YC64L_SYNY3,,GO:0015036;GO:0046872;GO:0051537
GF_01576,0.0199132269655201,0.0199132269655201,Positive,0.6394486215538847,3.209722369355155e-20,0.111358574610245,50,0.86,0.2205513784461152,Q58322,Q58322,32.8,8.54e-33,y912,Y912_METJA,,GO:0005737;GO:0016791
GF_01660,0.0199076054182662,0.0199076054182662,Positive,0.5771673547157827,7.213936183653052e-16,0.10467706013363029,47,0.8085106382978723,0.2313432835820895,O33836,O33836,40.2,2.436e-61,gal7,GAL7_THEMA,,GO:0005737;GO:0008108;GO:0008270;GO:0033499
GF_01537,0.0197762693398132,0.0197762693398132,Positive,0.3316498316498317,9.792965450011708e-06,0.09799554565701558,44,0.5909090909090909,0.2592592592592592,P29296,P29296,80.7,2.568e-81,phea,PHEA_PSETP,,GO:0015979;GO:0030089;GO:0031676
GF_01855,0.0197649671540371,0.0197649671540371,Positive,0.0317794486215539,0.7634198201130629,0.111358574610245,50,0.32,0.2882205513784461,,,,,,,,
GF_00667,0.0196541043493778,0.0196541043493778,Positive,0.6547469151347268,4.2706779738476175e-33,0.19599109131403117,88,0.8181818181818182,0.1634349030470914,,,,,,,,
GF_01649,0.0195102380364538,0.0195102380364538,Positive,0.778989898989899,2.135049979223817e-50,0.22048997772828507,99,0.898989898989899,0.12,B0RVK6,B0RVK6,70.2,2.235e-42,xanb,XANB_XANCB,,GO:0004475;GO:0004476;GO:0005525;GO:0009103;GO:0009298
GF_00211,0.0194389799298479,0.0194389799298479,Positive,0.3873288873288874,3.7904612691088713e-07,0.0935412026726058,42,0.6428571428571429,0.2555282555282555,,,,,,,,
GF_01006,0.0193988618300323,0.0193988618300323,Positive,0.4181047937569677,1.0602439872552693e-19,0.6659242761692651,299,0.431438127090301,0.0133333333333333,Q47894,Q47894,91.0,3.01e-64,glnb,GLNB_MICDP,,GO:0005524;GO:0005829;GO:0006808;GO:0030234
GF_00221,0.0193312159464845,0.0193312159464845,Positive,0.5838062340653014,1.3761130663590074e-20,0.1403118040089087,63,0.7936507936507936,0.2098445595854922,Q8YLL1,Q8YLL1,81.2,2.443e-124,gch11,GCH11_NOSS1,,GO:0003934;GO:0005525;GO:0005737;GO:0006729;GO:0006730;GO:0008270;GO:0046654
GF_01908,0.0192394418450923,0.0192394418450923,Positive,0.339525775378427,2.930894868558168e-06,0.10467706013363029,47,0.5957446808510638,0.2562189054726368,Q31RF6,Q31RF6,93.8,1.751e-157,atp6,ATP6_SYNE7,,GO:0031676;GO:0045259;GO:0046933
GF_01222,0.0191578930748637,0.0191578930748637,Positive,0.5878045923149016,7.152497644806621e-29,0.21603563474387527,97,0.7525773195876289,0.1647727272727272,P73321,P73321,66.0,9.977000000000001e-58,mrga,MRGA_SYNY3,,GO:0008199;GO:0016722
GF_02406,0.0190377485676522,0.0190377485676522,Positive,0.7066128612340536,3.975374115279354e-46,0.2561247216035635,115,0.8173913043478261,0.1107784431137724,Q57564,Q57564,48.1,4.247e-99,asst,ASST_METJA,,GO:0009086;GO:0016740
GF_00400,0.0189623324405368,0.0189623324405368,Positive,0.4360967184801381,4.819289797058099e-12,0.1403118040089087,63,0.6666666666666666,0.2305699481865284,Q8YS28,Q8YS28,81.8,1.6580000000000001e-108,his2,HIS2_NOSS1,,GO:0000105;GO:0004635;GO:0004636;GO:0005524;GO:0005737
GF_01867,0.0189463521184592,0.0189463521184592,Positive,0.6051435841512177,5.045703677787823e-20,0.12472160356347439,56,0.8214285714285714,0.2162849872773536,Q8LFP9,Q8LFP9,43.9,1.9230000000000002e-26,aba4,ABA4_ARATH,,GO:0009688;GO:0009941;GO:0016122;GO:0031969;GO:0032928
GF_02104,0.0187987656190302,0.0187987656190302,Positive,0.4899527457907052,7.869942498868369e-26,0.31625835189309576,142,0.6267605633802817,0.1368078175895765,P74063,P74063,87.0,1.544e-97,ycf3,YCF3_SYNY3,,GO:0015979;GO:0031676
GF_01767,0.018617152215899,0.018617152215899,Positive,0.6966256970524638,3.7932350964657285e-41,0.22494432071269488,101,0.8316831683168316,0.1350574712643678,P0AEQ0,P0AEQ0,55.2,8.32e-146,glcd,GLCD_ECOL6,,GO:0003973;GO:0005886;GO:0009339;GO:0019154;GO:0047809;GO:0071949
GF_01723,0.0186094291620845,0.0186094291620845,Positive,0.5662282878411911,1.5229845208978922e-31,0.27616926503340755,124,0.7016129032258065,0.1353846153846153,P72966,P72966,73.8,8.902e-126,btpa,BTPA_SYNY3,,
GF_02183,0.0185608923194792,0.0185608923194792,Positive,0.5166023003945932,4.124699786590779e-31,0.3830734966592428,172,0.6104651162790697,0.0938628158844765,A0FKE6,A0FKE6,58.0,2.0459999999999998e-175,td1,TD1_SOLLC,,GO:0004794;GO:0006567;GO:0009097;GO:0009507;GO:0030170
GF_01277,0.0185041019346583,0.0185041019346583,Positive,0.1350189198486412,0.0066816172506543,0.2806236080178174,126,0.3888888888888889,0.2538699690402476,P74312,P74312,88.2,7.810000000000001e-116,arreh,ARREH_SYNY3,,GO:0003955;GO:0005829;GO:0008753;GO:0010038;GO:0010181;GO:0050136;GO:0051289;GO:0052851
GF_00435,0.0184862235292498,0.0184862235292498,Positive,0.526565335753176,6.141414832881799e-30,0.32293986636971045,145,0.6482758620689655,0.1217105263157894,Q06004,Q06004,35.2,1.159e-55,dhso,DHSO_BACSU,,GO:0003939;GO:0008270;GO:0046526
GF_00212,0.0184528188468174,0.0184528188468174,Positive,0.7197405277900634,1.365808204154771e-50,0.2806236080178174,126,0.8095238095238095,0.0897832817337461,Q8YP11,Q8YP11,81.3,0.0,pnp,PNP_NOSS1,,GO:0000175;GO:0000287;GO:0003723;GO:0004654;GO:0005829;GO:0006396;GO:0006402
GF_01729,0.0184505810805938,0.0184505810805938,Positive,0.5449280449280449,5.260961347053142e-13,0.0935412026726058,42,0.7857142857142857,0.2407862407862407,Q0I8L9,Q0I8L9,40.3,7.701e-05,hemh,HEMH_SYNS3,,GO:0004325;GO:0005737;GO:0006783;GO:0046872
GF_01801,0.0184329365076436,0.0184329365076436,Positive,0.6577121425222691,9.903851568979546e-23,0.12026726057906459,54,0.8703703703703703,0.2126582278481012,,,,,,,,
GF_00859,0.0183911001222488,0.0183911001222488,Positive,0.0913814180929095,0.302431368379814,0.08908685968819599,40,0.375,0.2836185819070904,P29686,P29686,79.3,1.769e-267,g6pd,G6PD_SYNE7,,GO:0004345;GO:0005829;GO:0006006;GO:0009051;GO:0050661
GF_01652,0.0183750119260555,0.0183750119260555,Positive,0.4635732633765098,1.0396681250232092e-19,0.2383073496659243,107,0.6448598130841121,0.1812865497076023,B2J7W4,B2J7W4,83.5,2.7780000000000002e-207,nu1c,NU1C_NOSP7,,GO:0003954;GO:0009060;GO:0016655;GO:0019684;GO:0031676;GO:0048038
GF_01682,0.018353797148228,0.018353797148228,Positive,0.6960012351397251,1.5555025977314405e-30,0.1514476614699332,68,0.8823529411764706,0.1863517060367454,Q8YS28,Q8YS28,81.3,4.991e-111,his2,HIS2_NOSS1,,GO:0000105;GO:0004635;GO:0004636;GO:0005524;GO:0005737
GF_00970,0.0183397887021195,0.0183397887021195,Positive,0.6391973024097377,2.0046807517717654e-24,0.1403118040089087,63,0.8412698412698413,0.2020725388601036,Q9WWP1,Q9WWP1,85.3,4.283e-34,psae,PSAE_NOSS8,,GO:0009538;GO:0015979;GO:0031676
GF_00238,0.0181723015950343,0.0181723015950343,Positive,0.5621883591966075,4.58550956899943e-33,0.30734966592427615,138,0.6811594202898551,0.1189710610932476,,,,,,,,
GF_00206,0.0181116024250602,0.0181116024250602,Positive,0.6481645404842489,4.94141657225237e-39,0.2561247216035635,115,0.7739130434782608,0.1257485029940119,Q8YRU9,Q8YRU9,86.1,0.0,tkt,TKT_NOSS1,,GO:0004802;GO:0005829;GO:0006098;GO:0046872
GF_00395,0.018070523372888,0.018070523372888,Positive,0.018729539158902,0.8291375291275837,0.19599109131403117,88,0.3068181818181818,0.2880886426592798,B0JNC2,B0JNC2,18.4,6.209e-05,moaa,MOAA_MICAN,,GO:0005525;GO:0006777;GO:0046872;GO:0051539;GO:0061798;GO:0061799;GO:1904047
GF_01810,0.0180339343284319,0.0180339343284319,Positive,0.0992982456140351,0.196678501619013,0.111358574610245,50,0.38,0.2807017543859649,Q8DGH2,Q8DGH2,94.7,3.508e-300,chln,CHLN_THEVB,,GO:0005524;GO:0016636;GO:0016730;GO:0019685;GO:0036068;GO:0046872;GO:0051539
GF_01263,0.017932287186536,0.017932287186536,Positive,0.3549926138858945,3.806109580606423e-16,0.4610244988864143,207,0.4830917874396135,0.128099173553719,B2J0V5,B2J0V5,98.3,1.5150000000000001e-210,syga,SYGA_NOSP7,,GO:0004820;GO:0005524;GO:0005829;GO:0006426
GF_00739,0.017848062499101,0.017848062499101,Positive,0.6830143540669857,6.764968494400292e-36,0.19599109131403117,88,0.8409090909090909,0.1578947368421052,B8HQ34,B8HQ34,85.9,3.841e-54,ch10,CH10_CYAP4,,GO:0005524;GO:0005737;GO:0044183;GO:0046872;GO:0051082;GO:0051085;GO:0051087
GF_00241,0.0178165297191539,0.0178165297191539,Positive,0.7212110845022237,9.25650476192288e-37,0.1759465478841871,79,0.8860759493670886,0.1648648648648648,P0AF49,P0AF49,47.3,2.1750000000000002e-30,yjbq,YJBQ_ECO57,,
GF_00103,0.0176969501142106,0.0176969501142106,Positive,0.471468587434974,2.2625941607138475e-27,0.45434298440979953,204,0.5490196078431373,0.0775510204081632,Q8YWC1,Q8YWC1,85.5,7.003999999999999e-164,lipa1,LIPA1_NOSS1,,GO:0005737;GO:0016992;GO:0046872;GO:0051539
GF_01928,0.0176658820551742,0.0176658820551742,Positive,0.3420622265832618,9.259859795099141e-15,0.5857461024498887,263,0.4334600760456273,0.0913978494623656,Q3M5C9,Q3M5C9,89.2,0.0,rpoc1,RPOC1_TRIV2,,GO:0000287;GO:0000428;GO:0003677;GO:0003899;GO:0006351;GO:0008270
GF_00613,0.0176213670433425,0.0176213670433425,Positive,0.6515768294965375,9.266797998659742e-44,0.3051224944320713,137,0.7445255474452555,0.0929487179487179,P27696,P27696,38.8,1.368e-105,ilvb,ILVB_KLEPN,,GO:0000287;GO:0003984;GO:0005948;GO:0009097;GO:0009099;GO:0030976;GO:0034077;GO:0050660
GF_00969,0.0173957766696383,0.0173957766696383,Positive,0.6158533463054944,5.953877250294289e-36,0.26280623608017817,118,0.7457627118644068,0.1299093655589124,Q8DIP7,Q8DIP7,45.1,1.7669999999999998e-111,fumc,FUMC_THEVB,,GO:0004333;GO:0005737;GO:0006099;GO:0006106;GO:0006108
GF_01860,0.0170803338919299,0.0170803338919299,Positive,0.6904051172707889,2.3349017495552338e-48,0.2984409799554566,134,0.7761194029850746,0.0857142857142857,B2J448,B2J448,88.5,1.261e-141,pdxj,PDXJ_NOSP7,,GO:0005829;GO:0008615;GO:0033856
GF_00077,0.0170596645521956,0.0170596645521956,Positive,0.6640582655826559,1.1403686889069555e-31,0.17817371937639198,80,0.8375,0.1734417344173441,Q8YXE4,Q8YXE4,86.2,2.775e-193,syw,SYW_NOSS1,,GO:0004830;GO:0005524;GO:0005737;GO:0006436
GF_00406,0.0169680836047875,0.0169680836047875,Positive,0.0026603606266627,1.0,0.11358574610244988,51,0.2941176470588235,0.2914572864321608,Q31L16,Q31L16,78.2,5.662e-35,rs17,RS17_SYNE7,,GO:0003735;GO:0006412;GO:0019843;GO:0022627
GF_01237,0.0169677113573246,0.0169677113573246,Positive,0.1147962382445141,0.0124032008796563,0.38752783964365256,174,0.3620689655172414,0.2472727272727272,Q31LZ8,Q31LZ8,36.3,1.2059999999999999e-23,laba,LABA_SYNE7,,GO:0004540;GO:0007623
GF_01630,0.0168443704384395,0.0168443704384395,Positive,0.5260416666666666,4.705198822910895e-28,0.2873051224944321,129,0.6666666666666666,0.140625,P73392,P73392,69.8,1.75e-54,y1735,Y1735_SYNY3,,
GF_01058,0.0168277985160088,0.0168277985160088,Positive,0.3123460439452162,8.336681979075184e-06,0.11358574610244988,51,0.5686274509803921,0.2562814070351759,P14876,P14876,86.5,9.395e-91,phca3,PHCA3_MICDP,,GO:0015979;GO:0030089;GO:0031676
GF_01816,0.016791703182123,0.016791703182123,Positive,0.0404706968158744,0.6453890914115966,0.12249443207126949,55,0.3272727272727272,0.2868020304568528,P73410,P73410,76.6,2.518e-153,cysk,CYSK_SYNY3,,GO:0004124;GO:0005737;GO:0006535;GO:0080146
GF_00182,0.0167461631909652,0.0167461631909652,Positive,0.0116851873066788,1.0,0.0957683741648107,43,0.3023255813953488,0.2906403940886699,Q93CE9,Q93CE9,82.7,1.497e-161,hetr,HETR_TRIEI,,GO:0003677;GO:0004252;GO:0006508;GO:0043158
GF_00396,0.0167357593797714,0.0167357593797714,Positive,0.0705151625867738,0.2308665538774417,0.20489977728285078,92,0.3478260869565217,0.2773109243697479,Q31QE7,Q31QE7,73.8,2.718e-38,clps,CLPS_SYNE7,,GO:0006508;GO:0030163
GF_01596,0.0166662960359055,0.0166662960359055,Positive,0.0883086438226345,0.0855302623712816,0.7260579064587973,326,0.3159509202453988,0.2276422764227642,P00248,P00248,91.3,3.779e-56,fer,FER_MASLA,,GO:0009055;GO:0022900;GO:0046872;GO:0051537
