assembly_accession,nifH_present,nifH_best_evalue,nifH_best_ref,nifD_present,nifD_best_evalue,nifD_best_ref,nifK_present,nifK_best_evalue,nifK_best_ref,best_hit_ids,download_ok,nifHDK_core_call,organism_name,assembly_level,number_of_contigs,contig_n50,number_of_scaffolds,scaffold_n50,total_ungapped_length,gc_percent,coverage,annotation_name,annotation_date,checkm_completeness,checkm_contamination,genome_notes,derived_from_metagenome,annotation_fails_MAG_check,checkm_version,checkm_source
GCA_050507495.1,1,8.00E-123,nifH-local_aln_i2.1_12182023,1,4.40E-206,nifD-local_aln_i2.1_12182023,1,3.70E-146,nifK-local_aln_i2.1_12182023,H=XTZ10732.1;D=XTZ10729.1;K=XTZ10728.1,1,1,"{'infraspecific_names': {'isolate': 'Strain95'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia yunnanensis', 'tax_id': 3418552}",Chromosome,825,3910,1,3061031,3061031,33,20,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_046116335.1,1,5.80E-155,nifH-local_aln_i2.1_12182023,1,1.60E-255,nifD-local_aln_i2.1_12182023,1,1.60E-236,nifK-local_aln_i2.1_12182023,H=XLQ11926.1;D=XLQ11925.1;K=XLQ11924.1,1,1,"{'infraspecific_names': {'isolate': '19Bon2-SB'}, 'organism_name': 'cyanobacterium endosymbiont of Epithemia adnata isolate EadnSB Bon19', 'tax_id': 2841585}",Chromosome,5,1532244,2,2782614,2788257,33.5,205,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_045159875.1,1,5.70E-155,nifH-local_aln_i2.1_12182023,1,5.60E-256,nifD-local_aln_i2.1_12182023,1,1.00E-236,nifK-local_aln_i2.1_12182023,H=XHU96269.1;D=XHU96268.1;K=XHU96775.1,1,1,"{'infraspecific_names': {'isolate': '17Bon1-SB'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia gibba', 'tax_id': 309035}",Complete Genome,2,3058178,2,3058178,3064642,34,37,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_042919575.1,1,3.30E-52,nifH-local_aln_i2.1_12182023,1,1.30E-09,nifD-local_aln_i2.1_12182023,1,1.30E-07,nifK-local_aln_i2.1_12182023,H=XHX81261.1;D=XHX81245.1;K=XHX81245.1,1,1,"{'infraspecific_names': {'isolate': 'ULC029'}, 'organism_name': 'Stenomitos frigidus ULC029', 'tax_id': 3070788}",Complete Genome,3,6320863,3,6320863,6403461,50.5,100,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_042692285.1,1,9.70E-51,nifH-local_aln_i2.1_12182023,1,3.00E-11,nifD-local_aln_i2.1_12182023,1,9.80E-83,nifK-local_aln_i2.1_12182023,H=XHR81049.1;D=XHR83641.1;K=XHR83843.1,1,1,"{'infraspecific_names': {'isolate': 'GP01'}, 'organism_name': 'Gloeotrichia echinulata GP01', 'tax_id': 3350243}",Complete Genome,1,7223118,1,7223118,7223118,42,300,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_042083005.1,1,8.20E-51,nifH-local_aln_i2.1_12182023,1,6.70E-08,nifD-local_aln_i2.1_12182023,1,3.60E-06,nifK-local_aln_i2.1_12182023,H=XDE60746.1;D=XDE61447.1;K=XDE61447.1,1,1,"{'infraspecific_names': {'strain': 'BEA 1257B'}, 'organism_name': 'Limnospira platensis BEA 1257B', 'tax_id': 3234866}",Complete Genome,1,6321939,1,6321939,6321939,45,24,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_041937185.1,1,3.60E-162,nifH-local_aln_i2.1_12182023,1,1.30E-254,nifD-local_aln_i2.1_12182023,1,1.80E-245,nifK-local_aln_i2.1_12182023,H=XGV99308.1;D=XGV99307.1;K=XGV99306.1,1,1,"{'infraspecific_names': {'isolate': 'BL-A-14'}, 'organism_name': 'Leptolyngbya sp. BL-A-14', 'tax_id': 3104317}",Complete Genome,8,7186627,8,7186627,7789325,50.5,28,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_041530395.1,1,5.90E-51,nifH-local_aln_i2.1_12182023,1,1.60E-09,nifD-local_aln_i2.1_12182023,1,6.40E-06,nifK-local_aln_i2.1_12182023,H=XFA73828.1;D=XFA72572.1;K=XFA72572.1,1,1,"{'infraspecific_names': {'isolate': 'Okahandja'}, 'organism_name': 'Thermosynechococcaceae cyanobacterium Okahandja', 'tax_id': 3079936}",Complete Genome,1,2817282,1,2817282,2817282,55,40,Annotation submitted by Technical University of Munich,,,,,0,0,,
GCA_038087035.1,1,9.70E-51,nifH-local_aln_i2.1_12182023,1,7.10E-100,nifD-local_aln_i2.1_12182023,1,1.60E-205,nifK-local_aln_i2.1_12182023,H=WYL99492.2;D=WYM01804.1;K=WYM01810.1,1,1,"{'infraspecific_names': {'isolate': 'CP02'}, 'organism_name': 'Gloeotrichia echinulata CP02', 'tax_id': 2723856}",Complete Genome,1,6861882,1,6861882,6861882,42,150,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_038087005.1,1,9.70E-51,nifH-local_aln_i2.1_12182023,1,3.40E-240,nifD-local_aln_i2.1_12182023,1,3.20E-82,nifK-local_aln_i2.1_12182023,H=WYL93868.2;D=WYL96203.1;K=WYL96184.1,1,1,"{'infraspecific_names': {'isolate': 'IR180'}, 'organism_name': 'Gloeotrichia echinulata IR180', 'tax_id': 2723855}",Complete Genome,1,7016774,1,7016774,7016774,42,270,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052939515.1,1,1.70E-160,nifH-local_aln_i2.1_12182023,1,1.30E-255,nifD-local_aln_i2.1_12182023,1,3.80E-246,nifK-local_aln_i2.1_12182023,H=KAM3109718.1;D=KAM3109717.1;K=KAM3109716.1,1,1,"{'infraspecific_names': {'strain': '146-33'}, 'organism_name': 'Phormidesmis sp. 146-33', 'tax_id': 3383728}",Scaffold,306,46537,297,49949,7679062,49,30,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052939495.1,1,1.70E-160,nifH-local_aln_i2.1_12182023,1,1.90E-255,nifD-local_aln_i2.1_12182023,1,2.10E-246,nifK-local_aln_i2.1_12182023,H=KAM3095662.1;D=KAM3095661.1;K=KAM3095660.1,1,1,"{'infraspecific_names': {'strain': '146-12'}, 'organism_name': 'Phormidesmis sp. 146-12', 'tax_id': 3383344}",Scaffold,292,54019,267,57192,7494827,48.5,30,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052168255.1,1,3.10E-50,nifH-local_aln_i2.1_12182023,1,7.20E-100,nifD-local_aln_i2.1_12182023,1,3.20E-77,nifK-local_aln_i2.1_12182023,H=MGP1372785.1;D=MGP1374857.1;K=MGP1374857.1,1,1,"{'infraspecific_names': {'isolate': 'S1'}, 'organism_name': 'Almyronema sp.', 'tax_id': 3158169}",Scaffold,189,57276,122,91763,5552574,50.5,61,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052168235.1,1,4.70E-159,nifH-local_aln_i2.1_12182023,1,3.90E-250,nifD-local_aln_i2.1_12182023,1,4.70E-231,nifK-local_aln_i2.1_12182023,H=MGP1385321.1;D=MGP1385320.1;K=MGP1385319.1,1,1,"{'infraspecific_names': {'isolate': 'MCC5402'}, 'organism_name': 'Thainema sp.', 'tax_id': 3100515}",Scaffold,217,79985,205,83535,7542204,50,80,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052156355.1,1,2.50E-155,nifH-local_aln_i2.1_12182023,1,1.20E-256,nifD-local_aln_i2.1_12182023,1,2.00E-236,nifK-local_aln_i2.1_12182023,H=MGP0128124.1;D=MGP0128123.1;K=MGP0128122.1,1,1,"{'infraspecific_names': {'isolate': '22MatA01'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia musculus', 'tax_id': 3455944}",Scaffold,3,2491570,1,3073171,3073171,34.5,12,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_052156335.1,1,2.50E-155,nifH-local_aln_i2.1_12182023,1,1.20E-256,nifD-local_aln_i2.1_12182023,1,2.00E-236,nifK-local_aln_i2.1_12182023,H=MGP0130082.1;D=MGP0130081.1;K=MGP0130080.1,1,1,"{'infraspecific_names': {'isolate': '22EEL08'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia musculus', 'tax_id': 3455944}",Scaffold,5,1695906,1,3074008,3074008,34.5,48,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051746305.1,1,2.10E-50,nifH-local_aln_i2.1_12182023,1,5.00E-100,nifD-local_aln_i2.1_12182023,1,3.40E-180,nifK-local_aln_i2.1_12182023,H=MGM0455913.1;D=MGM0457308.1;K=MGM0457306.1,1,1,"{'infraspecific_names': {'isolate': 'Y23_0dBSd1.bin.106'}, 'organism_name': 'Cyanobacteriota bacterium', 'tax_id': 2847862}",Contig,393,10464,393,10464,3534617,52,1111,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051652045.1,1,9.00E-161,nifH-local_aln_i2.1_12182023,1,1.10E-255,nifD-local_aln_i2.1_12182023,1,1.90E-245,nifK-local_aln_i2.1_12182023,H=MGL5062907.1;D=MGL5062906.1;K=MGL5062904.1,1,1,"{'infraspecific_names': {'isolate': 'WFFMC_MAG_631'}, 'organism_name': 'Microcoleus sp.', 'tax_id': 44472}",Contig,1365,7109,1365,7109,7839903,45,6.36872,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051651305.1,1,4.30E-48,nifH-local_aln_i2.1_12182023,1,1.60E-10,nifD-local_aln_i2.1_12182023,1,5.30E-08,nifK-local_aln_i2.1_12182023,H=MGL4880231.1;D=MGL4883601.1;K=MGL4883601.1,1,1,"{'infraspecific_names': {'isolate': 'WFFMC_MAG_668'}, 'organism_name': 'Waterburya sp.', 'tax_id': 3069706}",Contig,2182,2168,2182,2168,4414574,37.5,2.46989,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051649385.1,1,9.90E-163,nifH-local_aln_i2.1_12182023,1,1.80E-254,nifD-local_aln_i2.1_12182023,1,1.10E-247,nifK-local_aln_i2.1_12182023,H=MGL4622639.1;D=MGL4622641.1;K=MGL4622642.1,1,1,"{'infraspecific_names': {'isolate': 'WFFMC_MAG_059'}, 'organism_name': 'Chroococcidiopsis sp.', 'tax_id': 3088168}",Contig,1209,4857,1209,4857,5315937,45,9.32171,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439665.1,1,4.70E-156,nifH-local_aln_i2.1_12182023,1,1.30E-258,nifD-local_aln_i2.1_12182023,1,1.50E-239,nifK-local_aln_i2.1_12182023,H=MGK7945045.1;D=MGK7945044.1;K=MGK7945043.1,1,1,"{'infraspecific_names': {'isolate': '02_in_wo_sediment_bin.3'}, 'organism_name': 'Microcystaceae cyanobacterium', 'tax_id': 3107490}",Contig,640,8253,640,8253,4410459,39,77,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439565.1,1,3.50E-160,nifH-local_aln_i2.1_12182023,1,1.90E-255,nifD-local_aln_i2.1_12182023,1,1.10E-238,nifK-local_aln_i2.1_12182023,H=MGK7915509.1;D=MGK7915508.1;K=MGK7915507.1,1,1,"{'infraspecific_names': {'isolate': '05_out_wi_poop_bin.33'}, 'organism_name': 'Prochloraceae cyanobacterium', 'tax_id': 2692183}",Contig,643,9465,643,9465,4936156,42.5,106,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439545.1,1,2.20E-157,nifH-local_aln_i2.1_12182023,1,7.90E-250,nifD-local_aln_i2.1_12182023,1,5.60E-234,nifK-local_aln_i2.1_12182023,H=MGK7951525.1;D=MGK7950367.1;K=MGK7950368.1,1,1,"{'infraspecific_names': {'isolate': '05_out_wi_poop_bin.3'}, 'organism_name': 'Xenococcaceae cyanobacterium', 'tax_id': 3107666}",Contig,337,36340,337,36340,7051566,38,45,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439525.1,1,5.60E-154,nifH-local_aln_i2.1_12182023,1,5.20E-115,nifD-local_aln_i2.1_12182023,1,8.00E-75,nifK-local_aln_i2.1_12182023,H=MGK7925251.1;D=MGK7925250.1;K=MGK7926478.1,1,1,"{'infraspecific_names': {'isolate': '05_out_wi_sediment_bin.10'}, 'organism_name': 'Spirulina sp.', 'tax_id': 1157}",Contig,720,11053,720,11053,6527092,46,21,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439505.1,1,3.10E-49,nifH-local_aln_i2.1_12182023,1,2.20E-11,nifD-local_aln_i2.1_12182023,1,9.00E-07,nifK-local_aln_i2.1_12182023,H=MGK7903817.1;D=MGK7901024.1;K=MGK7901024.1,1,1,"{'infraspecific_names': {'isolate': '05_out_wi_sediment_bin.26'}, 'organism_name': 'Hormoscilla sp.', 'tax_id': 3100402}",Contig,232,43680,232,43680,6469970,48,372,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439475.1,1,3.90E-07,nifH-local_aln_i2.1_12182023,1,1.50E-72,nifD-local_aln_i2.1_12182023,1,6.00E-74,nifK-local_aln_i2.1_12182023,H=MGK7898857.1;D=MGK7896772.1;K=MGK7896773.1,1,1,"{'infraspecific_names': {'isolate': '06_in_wi_poop_bin.22'}, 'organism_name': 'Xenococcus sp. (in: cyanobacteria)', 'tax_id': 52608}",Contig,1477,6109,1477,6109,7964971,38,64,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439425.1,1,3.70E-159,nifH-local_aln_i2.1_12182023,1,1.90E-248,nifD-local_aln_i2.1_12182023,1,6.10E-229,nifK-local_aln_i2.1_12182023,H=MGK7913898.1;D=MGK7913899.1;K=MGK7913900.1,1,1,"{'infraspecific_names': {'isolate': '09_out_wi_poop_bin.22'}, 'organism_name': 'Synechococcus sp.', 'tax_id': 1131}",Contig,182,44029,182,44029,4800572,51.5,33,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439365.1,1,1.10E-48,nifH-local_aln_i2.1_12182023,1,9.10E-10,nifD-local_aln_i2.1_12182023,1,6.40E-07,nifK-local_aln_i2.1_12182023,H=MGK7890484.1;D=MGK7891870.1;K=MGK7891870.1,1,1,"{'infraspecific_names': {'isolate': 'coassembly_bin.63'}, 'organism_name': 'Leptolyngbyaceae cyanobacterium', 'tax_id': 3088178}",Contig,528,12048,528,12048,5038234,51,29,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439375.1,1,6.10E-51,nifH-local_aln_i2.1_12182023,1,2.70E-98,nifD-local_aln_i2.1_12182023,1,7.20E-77,nifK-local_aln_i2.1_12182023,H=MGK7933730.1;D=MGK7931355.1;K=MGK7931354.1,1,1,"{'infraspecific_names': {'isolate': 'coassembly_bin.85'}, 'organism_name': 'Microcystaceae cyanobacterium', 'tax_id': 3107490}",Contig,248,36321,248,36321,4616894,38.5,51,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051439345.1,1,9.80E-53,nifH-local_aln_i2.1_12182023,1,3.40E-13,nifD-local_aln_i2.1_12182023,1,5.30E-71,nifK-local_aln_i2.1_12182023,H=MGK7938354.1;D=MGK7936373.1;K=MGK7936352.1,1,1,"{'infraspecific_names': {'isolate': '09_out_wi_poop_bin.12'}, 'organism_name': 'Xenococcaceae cyanobacterium', 'tax_id': 3107666}",Contig,471,13151,471,13151,4702703,37.5,161,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051172755.1,1,5.60E-161,nifH-local_aln_i2.1_12182023,1,1.70E-255,nifD-local_aln_i2.1_12182023,1,3.80E-252,nifK-local_aln_i2.1_12182023,H=MGJ5673050.1;D=MGJ5672457.1;K=MGJ5672458.1,1,1,"{'infraspecific_names': {'isolate': 'Haneayah'}, 'organism_name': 'Nostochopsis sp.', 'tax_id': 3100265}",Contig,27,478345,27,478345,5961347,40.5,115,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051155735.1,1,3.50E-157,nifH-local_aln_i2.1_12182023,1,2.30E-248,nifD-local_aln_i2.1_12182023,1,1.90E-233,nifK-local_aln_i2.1_12182023,H=HHP7229457.1;D=HHP7229456.1;K=HHP7229455.1,1,1,"{'infraspecific_names': {'isolate': 'cl_S1C502_1'}, 'organism_name': 'Xenococcaceae cyanobacterium', 'tax_id': 3107666}",Contig,395,14213,395,14213,4012899,39.5,33,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051117555.1,1,1.90E-160,nifH-local_aln_i2.1_12182023,1,1.50E-248,nifD-local_aln_i2.1_12182023,1,1.60E-229,nifK-local_aln_i2.1_12182023,H=MGJ3252413.1;D=MGJ3252414.1;K=MGJ3252415.1,1,1,"{'infraspecific_names': {'isolate': 'fr_S2C359'}, 'organism_name': 'Elainellaceae cyanobacterium', 'tax_id': 3121617}",Scaffold,316,31793,256,38920,6060088,49,150,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_051117335.1,1,6.80E-161,nifH-local_aln_i2.1_12182023,1,3.70E-249,nifD-local_aln_i2.1_12182023,1,7.00E-230,nifK-local_aln_i2.1_12182023,H=MGJ3249076.1;D=MGJ3249077.1;K=MGJ3249078.1,1,1,"{'infraspecific_names': {'isolate': 'fr_S3C757_1'}, 'organism_name': 'Elainellaceae cyanobacterium', 'tax_id': 3121617}",Scaffold,87,103633,81,118201,5905092,49,100,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050997715.1,1,1.60E-159,nifH-local_aln_i2.1_12182023,1,3.30E-237,nifD-local_aln_i2.1_12182023,1,3.10E-235,nifK-local_aln_i2.1_12182023,H=MGI8502919.1;D=MGI8502918.1;K=MGI8503023.1,1,1,"{'infraspecific_names': {'isolate': 'TH_ant_mag_218'}, 'organism_name': 'Hassallia sp.', 'tax_id': 3100554}",Contig,620,13774,620,13774,6016927,41.5,98.87,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050633005.1,1,7.70E-162,nifH-local_aln_i2.1_12182023,1,3.80E-239,nifD-local_aln_i2.1_12182023,1,1.80E-256,nifK-local_aln_i2.1_12182023,H=MGH1393158.1;D=MGH1394808.1;K=MGH1395085.1,1,1,"{'infraspecific_names': {'isolate': 'M6_bin.1_H'}, 'organism_name': 'Trichormus sp.', 'tax_id': 3088172}",Contig,479,15772,479,15772,5711159,41,69.8848,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_034530695.2,1,5.20E-161,nifH-local_aln_i2.1_12182023,1,2.20E-239,nifD-local_aln_i2.1_12182023,1,1.30E-206,nifK-local_aln_i2.1_12182023,H=MGF1962264.1;D=MGF1960633.1;K=MGF1964380.1,1,1,"{'infraspecific_names': {'isolate': 'DedVER01a'}, 'organism_name': 'Aulosira sp. DedVER01a', 'tax_id': 3075403}",Scaffold,103,175106,88,179786,8225633,41.5,223.147,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_034530535.2,1,8.20E-162,nifH-local_aln_i2.1_12182023,1,1.00E-238,nifD-local_aln_i2.1_12182023,1,3.10E-246,nifK-local_aln_i2.1_12182023,H=MGF1988378.1;D=MGF1988379.1;K=MGF1988411.1,1,1,"{'infraspecific_names': {'isolate': 'ZfuVER08'}, 'organism_name': 'Nostoc sp. ZfuVER08', 'tax_id': 3075412}",Contig,131,98977,131,98977,8019878,40.5,1353.18,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_034531115.2,1,2.00E-161,nifH-local_aln_i2.1_12182023,1,8.50E-239,nifD-local_aln_i2.1_12182023,1,5.30E-246,nifK-local_aln_i2.1_12182023,H=MGF1974931.1;D=MGF1974930.1;K=MGF1974903.1,1,1,"{'infraspecific_names': {'isolate': 'CmiSLP01'}, 'organism_name': 'Nostoc sp. CmiSLP01', 'tax_id': 3075383}",Scaffold,146,123909,114,175087,9304383,41,75.4205,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050331735.1,1,7.20E-157,nifH-local_aln_i2.1_12182023,1,3.90E-250,nifD-local_aln_i2.1_12182023,1,1.60E-231,nifK-local_aln_i2.1_12182023,H=MGF1480531.1;D=MGF1479966.1;K=MGF1479965.1,1,1,"{'infraspecific_names': {'isolate': 'sb_S3C1218_1'}, 'organism_name': 'Cyanophyceae cyanobacterium', 'tax_id': 3088179}",Contig,99,89296,99,89296,5574582,49.5,73,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050331715.1,1,4.30E-156,nifH-local_aln_i2.1_12182023,1,1.40E-251,nifD-local_aln_i2.1_12182023,1,2.00E-230,nifK-local_aln_i2.1_12182023,H=MGF1491390.1;D=MGF1491391.1;K=MGF1491392.1,1,1,"{'infraspecific_names': {'isolate': 'sb_S12C941_1'}, 'organism_name': 'Microcoleaceae cyanobacterium', 'tax_id': 3087179}",Contig,188,37842,188,37842,5065350,47.5,13,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050331615.1,1,7.90E-159,nifH-local_aln_i2.1_12182023,1,5.10E-248,nifD-local_aln_i2.1_12182023,1,7.30E-229,nifK-local_aln_i2.1_12182023,H=MGF1499603.1;D=MGF1499604.1;K=MGF1499605.1,1,1,"{'infraspecific_names': {'isolate': 'sb_S4C509_1'}, 'organism_name': 'Elainellaceae cyanobacterium', 'tax_id': 3121617}",Contig,432,21667,432,21667,5986173,56.5,10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050331515.1,1,2.30E-161,nifH-local_aln_i2.1_12182023,1,1.60E-255,nifD-local_aln_i2.1_12182023,1,2.50E-237,nifK-local_aln_i2.1_12182023,H=MGF1485683.1;D=MGF1485684.1;K=MGF1485685.1,1,1,"{'infraspecific_names': {'isolate': 'sb_S9C447_1'}, 'organism_name': 'Prochloraceae cyanobacterium', 'tax_id': 2692183}",Contig,465,26447,465,26447,5947340,37,6,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050330855.1,1,4.60E-51,nifH-local_aln_i2.1_12182023,1,1.50E-12,nifD-local_aln_i2.1_12182023,1,2.30E-06,nifK-local_aln_i2.1_12182023,H=MGF1604024.1;D=MGF1602698.1;K=MGF1602698.1,1,1,"{'infraspecific_names': {'isolate': 'al_S4C752_1'}, 'organism_name': 'Thermosynechococcaceae cyanobacterium', 'tax_id': 3083423}",Contig,213,39992,213,39992,4505258,50.5,20,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050330755.1,1,6.30E-159,nifH-local_aln_i2.1_12182023,1,6.50E-249,nifD-local_aln_i2.1_12182023,1,1.90E-227,nifK-local_aln_i2.1_12182023,H=MGF1568564.1;D=MGF1568565.1;K=MGF1568566.1,1,1,"{'infraspecific_names': {'isolate': 'al_S1C152'}, 'organism_name': 'Nodosilinea sp.', 'tax_id': 2497642}",Contig,143,60937,143,60937,5766304,57,24,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050330495.1,1,1.80E-159,nifH-local_aln_i2.1_12182023,1,4.50E-249,nifD-local_aln_i2.1_12182023,1,3.90E-230,nifK-local_aln_i2.1_12182023,H=MGF1517733.1;D=MGF1517732.1;K=MGF1517384.1,1,1,"{'infraspecific_names': {'isolate': 'al_S5C436_1'}, 'organism_name': 'Nodosilinea sp.', 'tax_id': 2497642}",Contig,239,34287,239,34287,4976096,58.5,6,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050330335.1,1,6.50E-158,nifH-local_aln_i2.1_12182023,1,5.20E-248,nifD-local_aln_i2.1_12182023,1,1.80E-232,nifK-local_aln_i2.1_12182023,H=MGF1539763.1;D=MGF1539762.1;K=MGF1539761.1,1,1,"{'infraspecific_names': {'isolate': 'al_S5C693'}, 'organism_name': 'Pleurocapsa sp.', 'tax_id': 44475}",Contig,234,27919,234,27919,4408752,38.5,33,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050045915.1,1,1.20E-146,nifH-local_aln_i2.1_12182023,1,1.60E-102,nifD-local_aln_i2.1_12182023,1,6.10E-90,nifK-local_aln_i2.1_12182023,H=MGC9528001.1;D=MGC9528000.1;K=MGC9528116.1,1,1,"{'infraspecific_names': {'isolate': 'E05-005'}, 'organism_name': 'Limnospira sp.', 'tax_id': 3100384}",Scaffold,562,17548,413,23636,5989269,54,101,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050043505.1,1,5.60E-51,nifH-local_aln_i2.1_12182023,1,4.40E-12,nifD-local_aln_i2.1_12182023,1,2.70E-07,nifK-local_aln_i2.1_12182023,H=MGD1901917.1;D=MGD1900822.1;K=MGD1900822.1,1,1,"{'infraspecific_names': {'isolate': 'pac_S5C4951_1'}, 'organism_name': 'Geitlerinemataceae cyanobacterium', 'tax_id': 3107390}",Contig,113,65506,113,65506,4574927,60.5,25,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050043465.1,1,9.70E-159,nifH-local_aln_i2.1_12182023,1,1.20E-245,nifD-local_aln_i2.1_12182023,1,2.00E-80,nifK-local_aln_i2.1_12182023,H=MGD1856931.1;D=MGD1856930.1;K=MGD1856927.1,1,1,"{'infraspecific_names': {'isolate': 'pac_S6C1340_1'}, 'organism_name': 'Leptolyngbyaceae cyanobacterium', 'tax_id': 3088178}",Contig,131,82957,131,82957,6479409,49.5,10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050043345.1,1,8.40E-160,nifH-local_aln_i2.1_12182023,1,2.50E-247,nifD-local_aln_i2.1_12182023,1,1.50E-227,nifK-local_aln_i2.1_12182023,H=MGD1928926.1;D=MGD1928925.1;K=MGD1928924.1,1,1,"{'infraspecific_names': {'isolate': 'pac_S1C2598_1'}, 'organism_name': 'Leptolyngbyaceae cyanobacterium', 'tax_id': 3088178}",Contig,207,49301,207,49301,6700018,54,29,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050043365.1,1,2.20E-51,nifH-local_aln_i2.1_12182023,1,2.20E-08,nifD-local_aln_i2.1_12182023,1,7.00E-06,nifK-local_aln_i2.1_12182023,H=MGD1907025.1;D=MGD1907010.1;K=MGD1907010.1,1,1,"{'infraspecific_names': {'isolate': 'pac_S1C3486_1'}, 'organism_name': 'Leptolyngbyaceae cyanobacterium', 'tax_id': 3088178}",Contig,275,28835,275,28835,5360149,53.5,14,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
GCA_050043225.1,1,6.70E-160,nifH-local_aln_i2.1_12182023,1,3.10E-244,nifD-local_aln_i2.1_12182023,1,1.70E-79,nifK-local_aln_i2.1_12182023,H=MGD1898961.1;D=MGD1898960.1;K=MGD1898956.1,1,1,"{'infraspecific_names': {'isolate': 'pac_S7C3790_1'}, 'organism_name': 'Phormidesmis sp.', 'tax_id': 3100336}",Contig,238,41990,238,41990,6217024,50,11,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,,,,0,0,,
