assembly_accession,nifH_present,nifH_best_evalue,nifH_best_ref,nifD_present,nifD_best_evalue,nifD_best_ref,nifK_present,nifK_best_evalue,nifK_best_ref,best_hit_ids,download_ok,nifHDK_core_call,organism_name,assembly_level,number_of_contigs,contig_n50,number_of_scaffolds,scaffold_n50,total_ungapped_length,gc_percent,coverage,annotation_name,annotation_date,checkm_completeness,checkm_contamination,genome_notes,derived_from_metagenome,annotation_fails_MAG_check,checkm_version,checkm_source,organism_full,genus,is_diazotroph
GCF_047305155.1,1.0,6.8e-54,nifH-local_aln_i2.1_12182023,1.0,2.1e-10,nifD-local_aln_i2.1_12182023,1.0,1.5e-08,nifK-local_aln_i2.1_12182023,H=WP_413677514.1;D=WP_413677516.1;K=WP_413677516.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0916'}, 'organism_name': 'Prochlorococcus sp. MIT 0916', 'tax_id': 3082521}",Complete Genome,1,1944257,1,1944257,1944257,34.5,1.0,GCF_047305155.1-RS_2025_01_31,,99.62,0.74,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0916,Prochlorococcus,False
GCF_012516395.1,1.0,9.8e-52,nifH-local_aln_i2.1_12182023,1.0,4.2000000000000005e-236,nifD-local_aln_i2.1_12182023,1.0,5.3000000000000005e-248,nifK-local_aln_i2.1_12182023,H=WP_015079916.1;D=WP_051155216.1;K=WP_148762493.1,1,1,"{'infraspecific_names': {'strain': 'CCAP 1403/13f'}, 'organism_name': 'Dolichospermum flos-aquae CCAP 1403/13F', 'tax_id': 315271}",Complete Genome,2,5151752,2,5151752,5220684,38.0,114.08,GCF_012516395.1-RS_2025_08_25,,99.61,0.31,,0,0,v1.2.4,structured,Dolichospermum flos-aquae CCAP 1403/13F,Dolichospermum,True
GCF_038050375.1,1.0,2.9e-51,nifH-local_aln_i2.1_12182023,1.0,2.8000000000000002e-98,nifD-local_aln_i2.1_12182023,1.0,2.1e-79,nifK-local_aln_i2.1_12182023,H=WP_353931670.1;D=WP_353930915.1;K=WP_353930916.1,1,1,"{'infraspecific_names': {'strain': 'TIOX110'}, 'organism_name': 'Okeanomitos corallinicola TIOX110', 'tax_id': 3133117}",Complete Genome,2,5144906,2,5144906,5323117,37.0,1.0,GCF_038050375.1-RS_2024_07_05,,99.61,0.18,,0,0,v1.2.4,structured,Okeanomitos corallinicola TIOX110,Okeanomitos,True
GCF_047302725.1,1.0,4.7e-53,nifH-local_aln_i2.1_12182023,1.0,1.1e-08,nifD-local_aln_i2.1_12182023,1.0,3.3e-07,nifK-local_aln_i2.1_12182023,H=WP_011132178.1;D=WP_011132179.1;K=WP_011132179.1,1,1,"{'infraspecific_names': {'strain': 'Dvax-bc1017'}, 'organism_name': 'Prochlorococcus sp. Dvax-bc1017', 'tax_id': 3093726}",Complete Genome,1,1657989,1,1657989,1657989,31.0,1.0,GCF_047302725.1-RS_2025_01_29,,99.58,,,0,0,v1.2.3,structured,Prochlorococcus sp. Dvax-bc1017,Prochlorococcus,False
GCF_027359415.1,1.0,2.1e-53,nifH-local_aln_i2.1_12182023,1.0,7.9e-07,nifD-local_aln_i2.1_12182023,1.0,1.1e-09,nifK-local_aln_i2.1_12182023,H=WP_269622565.1;D=WP_269622566.1;K=WP_269622566.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0918'}, 'organism_name': 'Prochlorococcus marinus str. MIT 0918', 'tax_id': 3014997}",Complete Genome,1,1789313,1,1789313,1789313,34.5,200.0,GCF_027359415.1-RS_2025_03_18,,99.55,0.15,,0,0,v1.2.3,structured,Prochlorococcus marinus str. MIT 0918,Prochlorococcus,False
GCF_000757845.1,1.0,3.6e-53,nifH-local_aln_i2.1_12182023,1.0,1.6e-09,nifD-local_aln_i2.1_12182023,1.0,4.6e-08,nifK-local_aln_i2.1_12182023,H=WP_042849995.1;D=WP_042849996.1;K=WP_042849996.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0604'}, 'organism_name': 'Prochlorococcus sp. MIT 0604', 'tax_id': 1501268}",Complete Genome,1,1780061,1,1780061,1780061,31.0,200.0,GCF_000757845.1-RS_2024_08_13,,99.55,,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0604,Prochlorococcus,False
GCF_014279595.1,1.0,3.3e-50,nifH-local_aln_i2.1_12182023,1.0,7.7e-06,nifD-local_aln_i2.1_12182023,1.0,6.9e-07,nifK-local_aln_i2.1_12182023,H=WP_038001202.1;D=WP_007101963.1;K=WP_007101963.1,1,1,"{'infraspecific_names': {'strain': 'RS9909'}, 'organism_name': 'Synechococcus sp. RS9909', 'tax_id': 221352}",Complete Genome,1,2603169,1,2603169,2603169,64.5,3547.48,GCF_014279595.1-RS_2024_08_17,,99.53,0.12,,0,0,v1.2.3,structured,Synechococcus sp. RS9909,Synechococcus,False
GCF_023983615.1,1.0,4.1e-147,nifH-local_aln_i2.1_12182023,1.0,3e-214,nifD-local_aln_i2.1_12182023,1.0,5.200000000000001e-180,nifK-local_aln_i2.1_12182023,H=WP_252662525.1;D=WP_252662528.1;K=WP_252662529.1,1,1,"{'infraspecific_names': {'strain': 'AB48'}, 'organism_name': 'Phormidium yuhuli AB48', 'tax_id': 2940671}",Complete Genome,2,4747469,2,4747469,4799068,51.5,170.0,GCF_023983615.1-RS_2025_09_12,,99.52,0.96,,0,0,v1.2.4,structured,Phormidium yuhuli AB48,Phormidium,True
GCF_022376295.1,1.0,4.5e-162,nifH-local_aln_i2.1_12182023,1.0,4.700000000000001e-258,nifD-local_aln_i2.1_12182023,1.0,8.3e-244,nifK-local_aln_i2.1_12182023,H=WP_239729388.1;D=WP_239729387.1;K=WP_239729386.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0038'}, 'organism_name': 'Nodularia sphaerocarpa UHCC 0038', 'tax_id': 2761619}",Complete Genome,1,5451672,1,5451672,5451672,41.5,77.0,GCF_022376295.1-RS_2025_03_28,,99.51,0.8,,0,0,v1.2.3,structured,Nodularia sphaerocarpa UHCC 0038,Nodularia,True
GCF_000757865.1,1.0,8.799999999999999e-54,nifH-local_aln_i2.1_12182023,1.0,3.8e-09,nifD-local_aln_i2.1_12182023,1.0,5.6e-10,nifK-local_aln_i2.1_12182023,H=WP_011294504.1;D=WP_038651755.1;K=WP_038651755.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0801'}, 'organism_name': 'Prochlorococcus sp. MIT 0801', 'tax_id': 1501269}",Complete Genome,1,1929203,1,1929203,1929203,35.0,200.0,GCF_000757865.1-RS_2024_08_13,,99.51,0.14,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0801,Prochlorococcus,False
GCF_000020025.1,1.0,4.8e-162,nifH-local_aln_i2.1_12182023,1.0,5.3e-239,nifD-local_aln_i2.1_12182023,1.0,1.1e-244,nifK-local_aln_i2.1_12182023,H=WP_012407220.1;D=WP_041565131.1;K=WP_012407198.1,1,1,"{'infraspecific_names': {'strain': 'ATCC 29133; PCC 73102'}, 'organism_name': 'Nostoc punctiforme PCC 73102', 'tax_id': 63737}",Complete Genome,6,8234322,6,8234322,9059191,41.5,,GCF_000020025.1-RS_2025_03_15,,99.49,0.7,,0,0,v1.2.3,structured,Nostoc punctiforme PCC 73102,Nostoc,True
GCF_047304675.1,1.0,2.9999999999999995e-54,nifH-local_aln_i2.1_12182023,1.0,1.9e-09,nifD-local_aln_i2.1_12182023,1.0,7.8e-10,nifK-local_aln_i2.1_12182023,H=WP_036906964.1;D=WP_036906968.1;K=WP_036906968.1,1,1,"{'infraspecific_names': {'strain': 'PAC1'}, 'organism_name': 'Prochlorococcus marinus str. PAC1', 'tax_id': 59924}",Complete Genome,1,1927571,1,1927571,1927571,35.5,1.0,GCF_047304675.1-RS_2025_01_31,,99.47,0.16,,0,0,v1.2.3,structured,Prochlorococcus marinus str. PAC1,Prochlorococcus,False
GCF_047305225.1,1.0,2.1e-52,nifH-local_aln_i2.1_12182023,1.0,2.3e-10,nifD-local_aln_i2.1_12182023,1.0,2.7e-08,nifK-local_aln_i2.1_12182023,H=WP_032519374.1;D=WP_032519371.1;K=WP_032519371.1,1,1,"{'infraspecific_names': {'strain': 'SB'}, 'organism_name': 'Prochlorococcus marinus str. SB', 'tax_id': 59926}",Complete Genome,1,1674013,1,1674013,1674013,31.5,1.0,GCF_047305225.1-RS_2025_01_31,,99.47,0.09,,0,0,v1.2.3,structured,Prochlorococcus marinus str. SB,Prochlorococcus,False
GCF_000018105.1,1.0,5.2e-51,nifH-local_aln_i2.1_12182023,1.0,5.7e-12,nifD-local_aln_i2.1_12182023,1.0,1.4e-06,nifK-local_aln_i2.1_12182023,H=WP_010468480.1;D=WP_012162088.1;K=WP_012162088.1,1,1,"{'infraspecific_names': {'strain': 'MBIC11017'}, 'organism_name': 'Acaryochloris marina MBIC11017', 'tax_id': 329726}",Complete Genome,10,6503724,10,6503724,8361599,47.0,,GCF_000018105.1-RS_2024_10_11,,99.46,4.76,,0,0,v1.2.3,structured,Acaryochloris marina MBIC11017,Acaryochloris,False
GCF_002949735.1,1.0,5.5e-162,nifH-local_aln_i2.1_12182023,1.0,4.6e-101,nifD-local_aln_i2.1_12182023,1.0,4.2e-244,nifK-local_aln_i2.1_12182023,H=WP_094327394.1;D=WP_094327487.1;K=WP_094327420.1,1,1,"{'infraspecific_names': {'strain': 'N6'}, 'organism_name': ""Nostoc sp. 'Peltigera membranacea cyanobiont' N6"", 'tax_id': 1261031}",Complete Genome,11,8214648,11,8214648,8898590,41.5,100.0,GCF_002949735.1-RS_2025_08_25,,99.45,1.91,,0,0,v1.2.4,structured,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,True
GCF_000015665.1,1.0,6.7e-53,nifH-local_aln_i2.1_12182023,1.0,5.2e-08,nifD-local_aln_i2.1_12182023,1.0,9.9e-08,nifK-local_aln_i2.1_12182023,H=WP_011819923.1;D=WP_011819924.1;K=WP_011819924.1,1,1,"{'infraspecific_names': {'strain': 'MIT 9515'}, 'organism_name': 'Prochlorococcus marinus str. MIT 9515', 'tax_id': 167542}",Complete Genome,1,1704176,1,1704176,1704176,31.0,,GCF_000015665.1-RS_2025_03_28,,99.45,,,0,0,v1.2.3,structured,Prochlorococcus marinus str. MIT 9515,Prochlorococcus,False
GCF_000011465.1,1.0,4.7e-53,nifH-local_aln_i2.1_12182023,1.0,1.1e-08,nifD-local_aln_i2.1_12182023,1.0,3.3e-07,nifK-local_aln_i2.1_12182023,H=WP_011132178.1;D=WP_011132179.1;K=WP_011132179.1,1,1,"{'infraspecific_names': {'strain': 'MED4'}, 'organism_name': 'Prochlorococcus marinus subsp. pastoris str. CCMP1986', 'tax_id': 59919}",Complete Genome,1,1657990,1,1657990,1657990,31.0,1.0,GCF_000011465.1-RS_2025_01_23,,99.45,,,0,0,v1.2.3,structured,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus,False
GCF_009856605.1,1.0,1.2e-162,nifH-local_aln_i2.1_12182023,1.0,2.3e-256,nifD-local_aln_i2.1_12182023,1.0,7.799999999999999e-258,nifK-local_aln_i2.1_12182023,H=WP_011320610.1;D=WP_011320928.1;K=WP_011320624.1,1,1,"{'infraspecific_names': {'strain': '0441'}, 'organism_name': 'Trichormus variabilis 0441', 'tax_id': 375899}",Complete Genome,5,6377767,5,6377767,7096012,41.5,212.0,GCF_009856605.1-RS_2025_05_21,,99.44,0.11,,0,0,v1.2.3,structured,Trichormus variabilis 0441,Trichormus,True
GCF_000316625.1,1.0,7.7e-163,nifH-local_aln_i2.1_12182023,1.0,5.5e-239,nifD-local_aln_i2.1_12182023,1.0,1e-255,nifK-local_aln_i2.1_12182023,H=WP_015114149.1;D=WP_015114150.1;K=WP_015114157.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7107'}, 'organism_name': 'Nostoc sp. PCC 7107', 'tax_id': 317936}",Complete Genome,1,6329823,1,6329823,6329823,40.5,30.0,GCF_000316625.1-RS_2024_07_22,,99.43,0.5,,0,0,v1.2.3,structured,Nostoc sp. PCC 7107,Nostoc,True
GCF_047497125.1,1.0,4.7e-53,nifH-local_aln_i2.1_12182023,1.0,1.1e-08,nifD-local_aln_i2.1_12182023,1.0,3.3e-07,nifK-local_aln_i2.1_12182023,H=WP_011132178.1;D=WP_011132179.1;K=WP_011132179.1,1,1,"{'infraspecific_names': {'strain': 'MED4ax substr. MED4ax'}, 'organism_name': 'Prochlorococcus marinus subsp. pastoris str. CCMP1986', 'tax_id': 59919}",Complete Genome,1,1659596,1,1659596,1659596,31.0,1.0,GCF_047497125.1-RS_2025_02_07,,99.42,,,0,0,v1.2.3,structured,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus,False
GCF_047497115.1,1.0,4.7e-53,nifH-local_aln_i2.1_12182023,1.0,1.1e-08,nifD-local_aln_i2.1_12182023,1.0,3.3e-07,nifK-local_aln_i2.1_12182023,H=WP_011132178.1;D=WP_011132179.1;K=WP_011132179.1,1,1,"{'infraspecific_names': {'strain': 'MED4x substr. MED4x'}, 'organism_name': 'Prochlorococcus marinus subsp. pastoris str. CCMP1986', 'tax_id': 59919}",Complete Genome,1,1659597,1,1659597,1659597,31.0,1.0,GCF_047497115.1-RS_2025_02_07,,99.42,,,0,0,v1.2.3,structured,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus,False
GCF_000316665.1,1.0,5.2e-151,nifH-local_aln_i2.1_12182023,1.0,7.900000000000002e-103,nifD-local_aln_i2.1_12182023,1.0,1.3e-77,nifK-local_aln_i2.1_12182023,H=WP_015122246.1;D=WP_015122119.1;K=WP_015122118.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7116'}, 'organism_name': 'Rivularia sp. PCC 7116', 'tax_id': 373994}",Complete Genome,3,8698463,3,8698463,8728773,37.5,30.0,GCF_000316665.1-RS_2024_08_22,,99.41,1.1,,0,0,v1.2.3,structured,Rivularia sp. PCC 7116,Rivularia,True
GCF_003054475.1,1.0,1e-160,nifH-local_aln_i2.1_12182023,1.0,9.5e-240,nifD-local_aln_i2.1_12182023,1.0,2.9e-244,nifK-local_aln_i2.1_12182023,H=WP_006195291.1;D=WP_006194555.1;K=WP_006194550.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0039'}, 'organism_name': 'Nodularia spumigena UHCC 0039', 'tax_id': 1914872}",Complete Genome,2,5294286,2,5294286,5386612,41.0,145.0,GCF_003054475.1-RS_2025_05_21,,99.41,0.87,,0,0,v1.2.3,structured,Nodularia spumigena UHCC 0039,Nodularia,True
GCF_047302875.1,1.0,4.9e-53,nifH-local_aln_i2.1_12182023,1.0,4.7e-09,nifD-local_aln_i2.1_12182023,1.0,1.5e-06,nifK-local_aln_i2.1_12182023,H=WP_032523679.1;D=WP_032523680.1;K=WP_032523680.1,1,1,"{'infraspecific_names': {'strain': 'GP2'}, 'organism_name': 'Prochlorococcus marinus str. GP2', 'tax_id': 59925}",Complete Genome,1,1627281,1,1627281,1627281,31.0,1.0,GCF_047302875.1-RS_2025_01_29,,99.39,,,0,0,v1.2.3,structured,Prochlorococcus marinus str. GP2,Prochlorococcus,False
GCF_047302855.1,1.0,4.9e-53,nifH-local_aln_i2.1_12182023,1.0,4.7e-09,nifD-local_aln_i2.1_12182023,1.0,1.5e-06,nifK-local_aln_i2.1_12182023,H=WP_032523679.1;D=WP_032523680.1;K=WP_032523680.1,1,1,"{'infraspecific_names': {'strain': 'SS51'}, 'organism_name': 'Prochlorococcus marinus str. SS51', 'tax_id': 167554}",Complete Genome,1,1627281,1,1627281,1627281,31.0,1.0,GCF_047302855.1-RS_2025_01_29,,99.39,,,0,0,v1.2.3,structured,Prochlorococcus marinus str. SS51,Prochlorococcus,False
GCF_000147335.1,1.0,8.6e-155,nifH-local_aln_i2.1_12182023,1.0,2.3999999999999998e-257,nifD-local_aln_i2.1_12182023,1.0,1.5e-241,nifK-local_aln_i2.1_12182023,H=WP_013323681.1;D=WP_013323682.1;K=WP_013323683.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7822'}, 'organism_name': 'Gloeothece verrucosa PCC 7822', 'tax_id': 497965}",Complete Genome,7,6091620,7,6091620,7841948,40.0,30.0,GCF_000147335.1-RS_2025_05_01,,99.38,0.53,,0,0,v1.2.3,structured,Gloeothece verrucosa PCC 7822,Gloeothece,True
GCF_000015685.1,1.0,8.799999999999999e-54,nifH-local_aln_i2.1_12182023,1.0,6.1e-09,nifD-local_aln_i2.1_12182023,1.0,1.2e-09,nifK-local_aln_i2.1_12182023,H=WP_011294504.1;D=WP_011823334.1;K=WP_011823334.1,1,1,"{'infraspecific_names': {'strain': 'NATL1A'}, 'organism_name': 'Prochlorococcus marinus str. NATL1A', 'tax_id': 167555}",Complete Genome,1,1864731,1,1864731,1864731,35.0,,GCF_000015685.1-RS_2025_01_27,,99.38,0.06,,0,0,v1.2.3,structured,Prochlorococcus marinus str. NATL1A,Prochlorococcus,False
GCF_036345015.1,1.0,1.7e-156,nifH-local_aln_i2.1_12182023,1.0,4.5000000000000006e-251,nifD-local_aln_i2.1_12182023,1.0,2.4000000000000002e-231,nifK-local_aln_i2.1_12182023,H=WP_330203346.1;D=WP_330203347.1;K=WP_330203348.1,1,1,"{'infraspecific_names': {'strain': 'DS4'}, 'organism_name': 'Cyanobacterium sp. DS4', 'tax_id': 2878255}",Complete Genome,5,4250085,5,4250085,4320404,35.0,260.0,GCF_036345015.1-RS_2025_05_11,,99.37,2.17,,0,0,v1.2.3,structured,Cyanobacterium sp. DS4,Cyanobacterium,True
GCF_000204075.1,1.0,1.2e-162,nifH-local_aln_i2.1_12182023,1.0,2.3e-256,nifD-local_aln_i2.1_12182023,1.0,7.799999999999999e-258,nifK-local_aln_i2.1_12182023,H=WP_011320610.1;D=WP_011320928.1;K=WP_011320624.1,1,1,"{'infraspecific_names': {'strain': 'ATCC 29413'}, 'organism_name': 'Trichormus variabilis ATCC 29413', 'tax_id': 240292}",Complete Genome,5,6365727,5,6365727,7105752,41.5,,GCF_000204075.1-RS_2025_01_23,,99.35,0.11,,0,0,v1.2.3,structured,Trichormus variabilis ATCC 29413,Trichormus,True
GCF_002368255.1,1.0,6.8e-161,nifH-local_aln_i2.1_12182023,1.0,1.4e-252,nifD-local_aln_i2.1_12182023,1.0,5.699999999999999e-245,nifK-local_aln_i2.1_12182023,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1,1,1,"{'infraspecific_names': {'strain': 'NIES-2135'}, 'organism_name': 'Leptolyngbya boryana NIES-2135', 'tax_id': 1973484}",Complete Genome,4,6255463,4,6255463,7233668,47.0,59.0,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,99.34,1.21,,0,0,v1.2.3,structured,Leptolyngbya boryana NIES-2135,Leptolyngbya,True
GCF_002142495.1,1.0,6.8e-161,nifH-local_aln_i2.1_12182023,1.0,1.4e-252,nifD-local_aln_i2.1_12182023,1.0,5.699999999999999e-245,nifK-local_aln_i2.1_12182023,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1,1,1,"{'infraspecific_names': {'strain': 'dg5'}, 'organism_name': 'Leptolyngbya boryana dg5', 'tax_id': 1260963}",Complete Genome,4,6176365,4,6176365,6803469,47.0,24.0,GCF_002142495.1-RS_2024_10_23,,99.34,1.21,,0,0,v1.2.3,structured,Leptolyngbya boryana dg5,Leptolyngbya,True
GCF_002142475.1,1.0,6.8e-161,nifH-local_aln_i2.1_12182023,1.0,1.4e-252,nifD-local_aln_i2.1_12182023,1.0,5.699999999999999e-245,nifK-local_aln_i2.1_12182023,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1,1,1,"{'infraspecific_names': {'strain': 'IAM M-101'}, 'organism_name': 'Leptolyngbya boryana IAM M-101', 'tax_id': 411966}",Complete Genome,4,6176364,4,6176364,6803468,47.0,24.0,GCF_002142475.1-RS_2024_10_23,,99.34,1.21,,0,0,v1.2.3,structured,Leptolyngbya boryana IAM M-101,Leptolyngbya,True
GCF_021650815.1,1.0,1.3000000000000002e-161,nifH-local_aln_i2.1_12182023,1.0,1.3e-255,nifD-local_aln_i2.1_12182023,1.0,4.9000000000000005e-248,nifK-local_aln_i2.1_12182023,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1,1,1,"{'infraspecific_names': {'strain': 'KLL07'}, 'organism_name': 'Cylindrospermopsis raciborskii KLL07', 'tax_id': 683357}",Complete Genome,1,3808183,1,3808183,3808183,40.0,500.0,GCF_021650815.1-RS_2024_08_13,,99.34,0.38,,0,0,v1.2.4,structured,Cylindrospermopsis raciborskii KLL07,Cylindrospermopsis,True
GCF_009873495.1,1.0,1.8e-161,nifH-local_aln_i2.1_12182023,1.0,6.5e-239,nifD-local_aln_i2.1_12182023,1.0,1e-244,nifK-local_aln_i2.1_12182023,H=WP_114083679.1;D=WP_114083678.1;K=WP_114083661.1,1,1,"{'infraspecific_names': {'strain': 'ATCC 53789'}, 'organism_name': 'Nostoc sp. ATCC 53789', 'tax_id': 76335}",Complete Genome,13,7340101,13,7340101,8653730,41.5,38.0,GCF_009873495.1-RS_2024_06_03,,99.32,1.4,,0,0,v1.2.2,structured,Nostoc sp. ATCC 53789,Nostoc,True
GCF_022372495.1,1.0,6.8e-161,nifH-local_aln_i2.1_12182023,1.0,1.4e-252,nifD-local_aln_i2.1_12182023,1.0,5.699999999999999e-245,nifK-local_aln_i2.1_12182023,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1,1,1,"{'infraspecific_names': {'strain': 'IU 594'}, 'organism_name': 'Leptolyngbya boryana IU 594', 'tax_id': 462680}",Complete Genome,4,6249019,4,6249019,7227162,47.0,390.0,GCF_022372495.1-RS_2024_10_23,,99.32,1.21,,0,0,v1.2.3,structured,Leptolyngbya boryana IU 594,Leptolyngbya,True
GCF_043099725.1,1.0,1.8e-161,nifH-local_aln_i2.1_12182023,1.0,5.3e-239,nifD-local_aln_i2.1_12182023,1.0,1.1e-244,nifK-local_aln_i2.1_12182023,H=WP_114083679.1;D=WP_392482634.1;K=WP_012407198.1,1,1,"{'infraspecific_names': {'strain': 'C110'}, 'organism_name': 'Nostoc sp. C110', 'tax_id': 3349876}",Complete Genome,12,7175855,12,7175855,8366001,41.5,1.0,GCF_043099725.1-RS_2024_10_15,,99.32,1.0,,0,0,v1.2.3,structured,Nostoc sp. C110,Nostoc,True
GCF_001548375.1,1.0,5.600000000000001e-163,nifH-local_aln_i2.1_12182023,1.0,4.2e-240,nifD-local_aln_i2.1_12182023,1.0,2.0999999999999997e-257,nifK-local_aln_i2.1_12182023,H=WP_067766985.1;D=WP_067766988.1;K=WP_067766943.1,1,1,"{'infraspecific_names': {'strain': 'NIES-3756'}, 'organism_name': 'Nostoc sp. NIES-3756', 'tax_id': 1751286}",Complete Genome,3,6463965,3,6463965,6987571,40.5,60.0,GCF_001548375.1-RS_2025_09_14,,99.29,2.18,,0,0,v1.2.4,structured,Nostoc sp. NIES-3756,Nostoc,True
GCF_001854205.2,1.0,3.9999999999999996e-50,nifH-local_aln_i2.1_12182023,1.0,2e-12,nifD-local_aln_i2.1_12182023,1.0,2.4e-06,nifK-local_aln_i2.1_12182023,H=WP_071102525.1;D=WP_009149518.1;K=WP_009149518.1,1,1,"{'infraspecific_names': {'strain': 'JHB'}, 'organism_name': 'Moorena producens JHB', 'tax_id': 1454205}",Complete Genome,3,9648523,3,9648523,9659941,43.5,20.0,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,99.28,0.12,,0,0,v1.2.3,structured,Moorena producens JHB,Moorena,False
GCF_047276495.1,1.0,2.6e-155,nifH-local_aln_i2.1_12182023,1.0,1.3e-258,nifD-local_aln_i2.1_12182023,1.0,2.4e-241,nifK-local_aln_i2.1_12182023,H=WP_413167098.1;D=WP_413167097.1;K=WP_413167096.1,1,1,"{'infraspecific_names': {'isolate': 'ALCB114379'}, 'organism_name': 'Capilliphycus salinus ALCB114379', 'tax_id': 1972598}",Complete Genome,1,7712874,1,7712874,7712874,43.0,1.0,GCF_047276495.1-RS_2025_01_28,,99.28,,,0,0,v1.2.3,structured,Capilliphycus salinus ALCB114379,Capilliphycus,True
GCF_008121535.1,1.0,4e-161,nifH-local_aln_i2.1_12182023,1.0,1.1e-235,nifD-local_aln_i2.1_12182023,1.0,5.3000000000000005e-248,nifK-local_aln_i2.1_12182023,H=WP_148759939.1;D=WP_148762529.1;K=WP_148762493.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0315A'}, 'organism_name': 'Dolichospermum sp. UHCC 0315A', 'tax_id': 1914871}",Complete Genome,4,5407479,4,5407479,5642022,38.0,320.0,GCF_008121535.1-RS_2024_08_24,,99.27,0.31,,0,0,v1.2.3,structured,Dolichospermum sp. UHCC 0315A,Dolichospermum,True
GCF_047304625.1,1.0,1.1e-52,nifH-local_aln_i2.1_12182023,1.0,1.9e-07,nifD-local_aln_i2.1_12182023,1.0,1.9e-10,nifK-local_aln_i2.1_12182023,H=WP_036917120.1;D=WP_036917121.1;K=WP_036917121.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0601'}, 'organism_name': 'Prochlorococcus sp. MIT 0601', 'tax_id': 1499498}",Complete Genome,1,1752272,1,1752272,1752272,36.5,1.0,GCF_047304625.1-RS_2025_01_31,,99.27,0.19,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0601,Prochlorococcus,False
GCF_047303175.1,1.0,1.1e-52,nifH-local_aln_i2.1_12182023,1.0,1.9e-07,nifD-local_aln_i2.1_12182023,1.0,1.9e-10,nifK-local_aln_i2.1_12182023,H=WP_036917120.1;D=WP_036917121.1;K=WP_036917121.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0603'}, 'organism_name': 'Prochlorococcus sp. MIT 0603', 'tax_id': 1499500}",Complete Genome,1,1752272,1,1752272,1752272,36.5,1.0,GCF_047303175.1-RS_2025_01_29,,99.27,0.19,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0603,Prochlorococcus,False
GCF_047305065.1,1.0,4.999999999999999e-52,nifH-local_aln_i2.1_12182023,1.0,1.9e-10,nifD-local_aln_i2.1_12182023,1.0,9.4e-08,nifK-local_aln_i2.1_12182023,H=WP_011862562.1;D=WP_011862563.1;K=WP_011862563.1,1,1,"{'infraspecific_names': {'strain': 'MIT 1205'}, 'organism_name': 'Prochlorococcus sp. MIT 1205', 'tax_id': 3082524}",Complete Genome,1,1641776,1,1641776,1641776,31.5,1.0,GCF_047305065.1-RS_2025_01_31,,99.27,0.08,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 1205,Prochlorococcus,False
GCF_047305015.1,1.0,4.999999999999999e-52,nifH-local_aln_i2.1_12182023,1.0,1.9e-10,nifD-local_aln_i2.1_12182023,1.0,9.4e-08,nifK-local_aln_i2.1_12182023,H=WP_011862562.1;D=WP_011862563.1;K=WP_011862563.1,1,1,"{'infraspecific_names': {'strain': 'MIT 1304'}, 'organism_name': 'Prochlorococcus sp. MIT 1304', 'tax_id': 3082525}",Complete Genome,1,1641776,1,1641776,1641776,31.5,1.0,GCF_047305015.1-RS_2025_01_31,,99.27,0.08,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 1304,Prochlorococcus,False
GCF_038096175.1,1.0,3.1000000000000003e-161,nifH-local_aln_i2.1_12182023,1.0,5.7e-239,nifD-local_aln_i2.1_12182023,1.0,1.2999999999999999e-244,nifK-local_aln_i2.1_12182023,H=WP_341525196.1;D=WP_341525197.1;K=WP_341525214.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0302'}, 'organism_name': 'Nostoc sp. UHCC 0302', 'tax_id': 3134896}",Complete Genome,9,8388664,9,8388664,9587056,41.0,1.0,GCF_038096175.1-RS_2024_05_06,,99.24,5.13,,0,0,v1.2.2,structured,Nostoc sp. UHCC 0302,Nostoc,True
